attendance_percentage,assignments_rate,quizzes_score,previous_grades,time_spent_on_study,extracurricular,stress_level,dropout_confidense
80.3,69.3,60.56,59.4085,5.8,1,9,0.5668
74.06,66.98,68.34,70.2945,20.9,0,3,0.5081
87.07,66.59,88.07,82.1535,11.1,1,10,0.4349
66.42,94.75,87.2,83.232,23.2,0,7,0.3961
74.66,50.95,70.75,76.6835,24.3,1,1,0.4504
95.81,88.75,55.93,73.302,24.1,1,2,0.4331
97.78,62.65,64.03,71.1815,15.9,0,5,0.5817
96.35,69.16,75.27,66.2385,8.9,1,10,0.5198
63.12,71.01,93.47,63.8145,19.6,0,2,0.547
61.62,65.24,98.41,81.517,24.7,1,8,0.4416
64.88,54.68,81.87,61.266,27.8,0,5,0.5632
72.07,55.72,67.53,71.3685,16.3,0,9,0.6747
65.71,64.91,84.67,75.075,11.1,1,3,0.5627
68.71,91.09,66.81,78.675,8,1,6,0.4447
81.03,56.73,81.27,68.8825,24.9,0,4,0.5265
88.13,87.13,62.19,70.2425,18.4,1,7,0.4032
86.78,64.44,63.35,74.493,21.9,0,7,0.4243
90.72,94.17,53.76,75.682,9,1,5,0.3791
51.61,71.42,71.01,71.486,5.2,1,10,0.701
52.39,58.59,80.91,79.9835,29.2,1,5,0.6333
89.47,99.29,89.44,88.762,25.3,0,4,0.2312
76.65,58.83,90.52,78.993,15,0,9,0.4818
78.91,78.38,99.62,85.7365,16.4,1,7,0.3638
52.63,78.46,54.39,71.533,28.2,1,6,0.5005
62.77,68.64,74.66,64.195,10.2,1,3,0.6758
81.92,97.57,76.07,76.318,25.1,0,5,0.3132
92.96,92.19,90.23,73.9835,5.4,0,4,0.3765
95.85,91.49,63.32,71.0805,26.9,0,5,0.4029
75.02,98.71,53.47,74.335,19.7,0,2,0.3926
77.27,72.86,65.69,68.8525,16.9,0,5,0.4946
91.65,54.86,99.2,58.3715,22.7,0,7,0.4464
76.88,88.27,94.97,77.2965,6.7,1,10,0.4793
75.84,69.04,69.76,65.085,9.9,0,10,0.5812
95.25,59.52,93.81,66.3845,15.2,0,3,0.3093
89.5,74.16,51.64,66.8845,20.4,0,4,0.4977
95.45,96.29,65.71,78.81,8.6,1,1,0.3513
60.91,58.57,86.34,73.1225,14.5,1,9,0.6737
76.22,92.43,61.07,74.4375,11.5,1,3,0.4345
92.12,70.91,59.92,76.656,21.1,1,10,0.421
55.56,56.84,93.09,79.792,28,1,6,0.5646
89.73,92.42,80.8,59.1015,9.1,1,1,0.2925
59.15,98.48,99.45,66.0555,9.7,1,5,0.4344
90.41,64.56,56.73,66.575,20,1,10,0.5352
80.6,65.18,67.81,70.8515,16.3,0,5,0.5915
59.66,69.53,65.56,66.565,23,1,5,0.5618
73.67,90.71,94.01,75.1245,12.2,0,1,0.4126
84.1,50.52,62.76,70.2175,18.6,1,7,0.4503
81.69,61.2,67.67,64.3685,14.7,0,5,0.5784
71.36,85.29,57.14,82.614,12,0,1,0.5534
94.97,70.28,88.77,84.151,23.2,0,8,0.2951
75.96,66.51,61.89,65.4775,24.9,0,6,0.5797
75.29,93.61,53.42,71.709,13.2,1,7,0.5242
53.11,95.87,71.76,83.12,20.6,1,4,0.432
96.11,97.4,69.57,66.162,9.5,0,1,0.4002
58.86,63.63,58.88,70.8705,24.8,0,8,0.6282
76.42,95.63,56.68,71.4715,12,1,1,0.4426
90.18,86.85,94.83,69.104,9.3,0,9,0.4539
60.77,57.71,53.39,61.462,28.5,0,6,0.7132
76.37,80.51,54.97,74.7475,15.6,1,5,0.4791
62.03,51.32,62.25,69.691,21.1,1,2,0.6537
87.98,85.42,97.64,72.6395,25.2,1,8,0.3046
78.22,86.68,54.27,74.386,22.2,0,9,0.4079
92.8,89.47,90.8,74.3955,19.1,0,3,0.3599
94.73,58.63,94.6,73.8945,14.3,0,10,0.4569
82.44,81.41,68.89,76.297,28,1,8,0.391
86.27,58.94,64.69,66.625,8.3,1,10,0.6749
77.46,97.33,83.87,69.4725,27.1,0,5,0.2791
69.22,83.75,85.13,74.116,22.7,1,10,0.3925
82.41,54.77,89,73.924,19.3,1,4,0.4397
95.41,59.35,91.53,67.5885,13.1,1,10,0.4159
70.83,83.17,63.42,74.338,8.7,0,9,0.7019
65.72,73.83,84.35,68.991,16.1,0,7,0.5349
69.42,86.81,56.75,69.3605,24.6,1,4,0.4435
71.77,64.04,75.54,83.216,23.6,0,5,0.5193
53.68,82.9,80.64,78.1015,21.1,1,5,0.4309
74.92,58.85,58.09,65.6365,29.8,1,2,0.502
74.72,77.19,53.83,70.4075,29.3,0,5,0.5317
79.42,97.89,59.74,64.54,15,1,3,0.4196
68.14,81.41,71.03,75.35,9.8,0,5,0.5759
80.66,52.5,94.39,78.02,16.6,0,1,0.465
93.91,99.44,76.6,71.057,26.1,0,8,0.2204
97.77,57.84,87.42,58.056,16.5,0,9,0.5339
79.18,85.9,58.71,72.7575,13.4,0,9,0.6414
52.13,76.63,55.3,70.762,23.5,0,8,0.6778
98.46,64.72,61.98,52.656,21.3,1,2,0.475
85.29,58.87,65.69,77.3965,29.2,0,2,0.4957
66.8,58.89,77.41,75.9445,18.7,0,10,0.5671
57.36,92.92,94.06,69.413,29.2,0,5,0.508
57.17,93.65,71.3,75.498,12.3,1,6,0.5358
58.39,73.26,75.94,64.577,26.6,1,5,0.6143
52.28,55.18,50.23,75.815,13.8,1,1,0.6928
95.11,94.21,51.67,68.9645,25.2,1,1,0.4004
77.04,74.35,54.19,72.9335,28.1,1,8,0.5186
85,71.94,84.95,73.819,20.6,1,5,0.4104
91.41,70.37,74.31,84.324,23.2,1,8,0.3662
89.58,68.25,59.65,64.434,29,0,3,0.4582
94.13,76.3,79.63,74.441,14.4,1,5,0.4307
98.36,80.23,77.23,74.885,17.8,1,2,0.3095
71.95,73.32,54.44,61.4135,27.5,0,8,0.5027
97.52,94.83,82.02,73.144,21.8,0,1,0.2043
86.16,65.88,88.36,63.061,26.8,0,5,0.4307
53.53,78.92,64.33,65.275,20.5,1,7,0.6301
84.09,65,84.37,72.1695,23.5,0,10,0.4799
84.34,87.67,59.99,57.9195,5.3,1,5,0.6043
95.29,55.11,87.84,65.025,13.5,0,3,0.4035
68.65,59.43,95.59,59.593,24.3,0,4,0.56
79.25,90.06,72.09,77.866,15.1,1,9,0.3282
50.61,59.16,62.23,60.0685,14.1,0,5,0.8473
66.6,81.29,69.96,73.979,28.8,0,3,0.4667
53.11,98.51,62.5,68.692,18.8,1,7,0.5634
76.09,76.14,50.06,66.5255,9.8,0,6,0.6169
90.87,59.37,82.52,80.5875,16.8,0,3,0.5138
60.32,66.03,52.13,66.9765,18,0,10,0.7968
76.37,91.17,60.52,74.175,29.7,0,3,0.4345
60.2,67.58,86.12,78.6395,23,1,4,0.478
56.03,86.18,83.29,61.738,18,0,10,0.6387
75.55,88.87,53.67,79.9415,15.8,1,3,0.4178
53.96,75.06,83,68.314,27.9,1,6,0.5544
79.37,89.16,96.53,72.432,21.1,1,1,0.3692
51.57,65.85,53.73,71.151,13.9,0,1,0.7984
55.34,75.81,70.78,77.509,16.6,0,7,0.5943
77.5,84.33,86.47,64.6125,12,0,8,0.5335
79.57,58.4,83.39,69.908,29,1,4,0.3613
51.45,63.68,61.33,80.213,22.5,0,7,0.7112
78.67,82.6,58.15,75.3785,14.8,1,2,0.4875
91.93,82.77,89.21,80.7655,9.6,1,9,0.2633
86.12,74.67,97.81,79.763,9.4,0,9,0.3889
56.56,89.78,88.38,81.099,16.9,1,7,0.4379
79.62,74.1,98.16,66.001,16.7,0,5,0.4461
83.61,94.07,80.25,70.172,15.4,0,7,0.3594
51.86,86.8,96.45,75.1525,26.3,0,7,0.4963
92.77,65.73,84.52,77.0395,29.5,0,3,0.3572
95.31,69.76,95.44,69.966,13.9,0,7,0.413
92.52,83.38,58.08,64.229,12.4,0,3,0.4626
91.23,94.72,90.78,84.3055,24.3,0,3,0.2767
87.25,58.94,59.84,64.403,16.2,1,7,0.6508
81.67,75.73,51.37,70.61,10.4,1,7,0.5439
83.93,55.94,75.88,68.988,9.5,1,6,0.5371
90.32,63.97,65.91,75.7555,12,1,7,0.5259
83.12,84.3,52.18,86.2195,5,1,10,0.5027
66.39,53.89,99.02,67.7235,28.5,1,10,0.4997
68.8,83.12,83.32,71.5075,15.8,0,5,0.5475
94.85,95.04,95.09,78.432,7.1,0,9,0.2528
50.86,98.47,99.95,64.7875,9.1,0,1,0.5954
84.94,60.83,69.6,68.411,13.1,1,5,0.5404
97.74,87.44,62.74,75.016,18.8,0,3,0.3487
85.31,96.32,59.19,72.503,22.6,0,8,0.4156
99.7,54.57,75.76,62.9115,12.7,1,7,0.4997
84.38,70.7,80.3,67.0605,28.9,1,1,0.2689
51.72,95.97,73.62,74.7505,24,0,9,0.6104
91.35,60.14,69.36,69.2605,25.6,0,5,0.4824
64.23,96.69,58.41,79.933,13.1,1,1,0.4915
72.3,76.36,72.09,70.71,14.5,0,1,0.5896
65.6,54.99,54.26,61.2315,18.5,0,8,0.7103
63.43,72.49,93.25,78.902,16.3,1,3,0.4847
71.57,66.31,52.35,65.6655,11.5,1,9,0.6611
68.94,64.11,69.03,81.342,29.9,1,8,0.52
81.67,77.07,55.01,73.278,26.2,1,6,0.3361
90.66,74.18,88.75,81.3765,10.9,1,6,0.3674
64.85,74.1,65.64,63.44,27.3,1,5,0.4974
60.69,54.41,55.66,61.4455,19.7,0,2,0.7644
83.34,90.12,76.57,70.677,5.3,0,6,0.5249
83.52,74.07,95.81,71.627,13.7,0,8,0.4291
95.06,91.05,95.43,69.476,5.6,0,6,0.3491
50.8,91.23,62.48,78.82,7.2,1,7,0.6131
92.65,65.86,85.98,72.206,9.5,0,2,0.4262
76.05,50.22,51.51,60.3305,17.1,1,2,0.7066
81.07,95.56,56.59,77.4265,14.5,1,3,0.3878
54.57,88.03,74.97,74.3385,8.7,1,10,0.4525
71.63,55.36,61.44,74.275,14.9,0,7,0.6615
61.37,85.09,89.91,73.1425,12.6,0,8,0.4984
62.71,51,96.55,67.8795,15.3,1,4,0.5079
75.2,51.39,50.22,67.474,9.3,1,10,0.6732
90.62,76.29,61.65,61.82,20.2,0,6,0.511
87.19,54.8,71.98,69.9725,6.1,0,9,0.7179
79.55,98.22,78.15,75.713,14.7,1,7,0.381
76.97,94.69,95.8,79.609,27.4,0,4,0.2531
71.37,82.49,94.59,79.3785,15.5,1,8,0.4311
98.64,53.19,81.86,72.3035,16,1,8,0.4252
78.01,66.24,62.87,66.4085,6.7,1,7,0.5915
62.7,68.59,89.16,78.272,20.1,0,5,0.4753
61.5,74.04,60.13,71.5575,28.4,0,10,0.5173
80.57,58.45,98.26,66.77,12.3,1,10,0.5007
76.14,78.88,50.29,73.7035,14.8,0,6,0.6019
50.38,71.79,78.49,73.136,19.7,1,10,0.6065
91.5,97.36,54.42,72.161,7.3,0,3,0.4436
85.21,96.81,70.38,69.6945,28.8,1,3,0.2322
83.09,78.27,81.75,69.838,16.7,1,4,0.4382
53.44,82.22,84.48,71.185,7.9,0,2,0.5534
68.1,56.89,89.28,72.8065,13.4,1,6,0.6054
96.77,61.17,79.67,67.546,14.3,1,3,0.3805
93.13,95.04,62.57,59.608,13.6,1,2,0.3524
64.28,84.96,94.46,76.675,22.3,0,9,0.3848
57.85,59.47,90.56,69.594,13.6,1,1,0.5605
72.45,78.51,58,75.7365,13.1,0,4,0.6318
67.79,96.74,91.33,71.093,13.1,1,9,0.4526
84.11,67.26,98.63,74.589,24.4,1,5,0.3884
98.32,59.29,81.86,72.594,12.7,0,6,0.5092
68.15,97.1,64.09,67.819,5.3,0,4,0.5302
53.11,73.06,80.33,73.5125,14.1,1,10,0.6028
94.88,70.86,67.13,77.524,12,1,6,0.3967
51.9,63.38,83.8,74.3805,27.7,1,7,0.6191
97.64,94.58,77.24,79.943,16.9,1,6,0.1993
83.23,92.28,96.47,74.13,10.9,0,6,0.433
97.08,70.15,80.9,77.837,29.5,0,3,0.3582
59.98,51.53,60.7,66.0005,11.2,0,8,0.9032
52.03,72.33,86.26,80.7025,24.1,1,8,0.4941
74.41,59.04,65.04,77.9615,21.2,1,4,0.5595
72.53,57.14,63.62,68.108,16.6,1,8,0.7423
66.57,69.65,69.59,71.484,15.1,1,9,0.5623
97.88,54.95,50.6,71.745,26.8,0,5,0.4324
91.13,97.87,98.46,75.4465,16.9,1,3,0.1194
83.08,52.38,76.62,66.634,14.4,0,7,0.6537
58.14,70.07,88.67,76.41,13.9,1,4,0.4451
86.72,58.14,62.89,65.836,11.9,0,8,0.6227
86.35,84.44,87.33,72.1585,15.2,0,3,0.4176
71.25,53.94,78.36,68.183,8,1,1,0.6249
96.24,77.34,71.21,64.3,6.6,1,5,0.4835
58.35,88.66,98.53,72.7125,18.5,1,6,0.4413
63.37,97.5,74.69,79.953,16.4,0,9,0.5601
53.16,84.93,82.87,62.1795,9.3,0,3,0.5945
89.77,54.97,50.77,61.9415,7.7,0,6,0.6685
81.09,54.43,65.07,76.358,8.6,1,8,0.5734
65.75,86.58,94.43,68.826,12.9,1,10,0.5243
58.19,60.77,87.95,72.15,16.3,1,4,0.6234
52.01,72.36,76.84,60.1155,9.8,0,10,0.7817
58.34,98.83,95.01,75.808,23.9,0,10,0.4887
72.66,91,74.31,77.5155,9.8,0,6,0.4491
62.36,92.33,78.33,76.5655,8.1,0,3,0.6222
62.95,93.04,69.11,70.252,29.9,1,10,0.5163
93.78,80.98,81,69.7015,16.2,1,9,0.4138
75.76,87.2,65.95,77.774,9.3,1,6,0.574
86.46,67.95,69.27,65.3785,27.4,1,2,0.3266
51.79,99.92,98.32,75.4405,10.8,0,7,0.485
68.26,63.98,55.57,68.891,28.1,0,7,0.5824
73.96,79.5,55.26,76.083,8,0,1,0.6286
59.32,64.1,52.17,59.608,26,0,4,0.6483
56.01,55.6,66,58.5425,9.6,0,1,0.8331
93.52,78.38,69.91,82.323,28.5,0,6,0.4075
96.97,67.67,54.73,60.1555,19.4,1,5,0.5186
53.94,79.16,77.46,68.5305,9.7,1,3,0.6179
67.45,77.93,79.17,64.2935,26.1,0,9,0.4858
97.91,77.11,87.55,61.66,14.8,0,9,0.3953
54.16,56.17,98.8,75.8,23.3,1,6,0.6036
82.18,72.01,80.97,70.681,21.1,0,6,0.5106
98.61,90.6,55.58,75.411,22.9,0,9,0.3792
98.91,65.76,54.43,66.363,13.6,1,2,0.459
73.56,72.19,88.88,69.985,28.5,0,1,0.3191
58.14,74.69,82.52,79.4695,19,1,10,0.4781
60.1,93.14,58.1,77.9165,6.9,1,3,0.6558
94.48,82.78,62.67,68.508,6.7,0,8,0.4627
95.58,55.01,87.51,74.765,23.5,1,2,0.3621
80.39,93.26,78.31,70.9225,26.2,1,8,0.3836
88.31,91.6,79.25,82.791,22.4,0,10,0.2786
87,87.68,60.5,60.7845,11.9,0,6,0.544
83.09,73.3,81.45,72.657,10.6,1,4,0.5026
91.36,87.88,88.53,83.2495,19.1,1,4,0.2487
84.27,73.94,94.26,79.3045,9.9,1,7,0.5507
76.7,86.83,86.84,75.689,14.5,1,7,0.317
61.85,94.01,78.82,84.772,20.7,0,9,0.5162
87.19,94.53,83.66,72.432,12.1,1,4,0.3267
73.67,72.73,74.26,69.999,14.4,1,9,0.5792
64.74,92.97,61.34,76.7285,14,1,4,0.517
90.1,55.07,94.11,65.3675,16.5,0,2,0.447
84.84,55.09,76.63,66.504,21.9,0,7,0.5653
96.87,77.41,79.72,82.5885,24.6,1,9,0.1929
58.27,82.59,99.51,70.1135,21.6,1,10,0.4945
82.46,57.65,99.25,76.9965,5.7,0,2,0.5366
62.21,73.61,79.32,70.4715,27.4,1,6,0.5149
95.18,54.72,51.7,75.6085,19.5,0,6,0.6095
54.97,80.1,69.81,73.197,28,0,10,0.5995
82.81,92.75,96.86,73.335,29.1,1,3,0.2216
89.55,86.88,64.42,68.53,16.7,1,8,0.3756
67.75,68.91,99.96,73.2725,27.9,1,5,0.3585
97.71,99.69,54.22,63.2575,14.1,1,4,0.4287
92.54,83.15,78.41,85.1605,11.5,1,4,0.4024
64.73,90.76,75.77,72.8555,6.8,0,5,0.5605
50.38,83.48,62.77,74.021,16.3,1,10,0.6314
64.83,99.47,97.43,83.756,22.2,0,4,0.2921
64.07,91.07,80.96,68.992,29.4,1,6,0.4505
94.5,75.97,61.51,67.165,18,1,8,0.4774
98.36,68.34,69.2,75.3695,23.4,1,2,0.4359
53.52,84.11,86.06,77.214,27.4,0,7,0.4531
73.56,79.51,64.88,61.211,18.6,0,6,0.561
77.42,81.47,93.98,85.198,9.2,0,4,0.4414
54.65,67.15,58.28,65.777,26.2,1,2,0.6429
68.87,71.44,63.23,71.1245,19.4,0,1,0.5638
65.85,77.9,57.24,74.4515,24,0,8,0.5383
76.8,91.96,55.21,78.62,21.5,0,8,0.522
83.06,88.15,65.02,76.899,6.5,1,9,0.5199
85.17,55.93,99.96,73.915,9.2,0,5,0.4731
56.84,62.28,54.72,60.113,12.2,0,9,0.8895
90.65,51.33,60.65,78.8585,12.1,1,4,0.5968
83.93,50.4,63.58,54.5405,26,0,10,0.6555
94.45,61.22,80.96,79.949,20,1,4,0.3717
72.47,89.97,87.27,66.876,7.1,0,5,0.5484
94.69,95.24,87.6,82.6145,14.7,0,3,0.2346
93.29,69.59,50.43,66.3465,18.9,1,5,0.4911
71.92,78.16,82.59,84.781,11.3,0,5,0.3915
69.06,85.3,81.54,77.4895,6,1,10,0.566
96.64,97.65,75.88,76.72,14.5,0,4,0.242
85.76,95.65,68.96,79.0945,16.5,1,5,0.414
96.41,52.86,89.87,66.833,27.6,0,5,0.4023
89.85,62.41,67.19,62.295,27.7,0,9,0.5078
80.46,52.46,61.5,59.7355,17.5,1,1,0.5662
55.79,80.83,65.5,72.194,16.8,1,7,0.5766
64.57,85.52,71.98,74.151,21,0,1,0.5647
98.44,65.41,60.7,72.046,11.5,1,1,0.3284
65.97,92.69,80.38,80.063,12.1,0,3,0.5413
54.66,72.64,94.21,83.5685,5.1,1,5,0.5809
85.38,99.92,79.77,67.059,7,1,9,0.3507
86.7,50.02,72.33,75.4615,9.5,1,9,0.5293
64.27,55.47,89.84,63.732,21,1,1,0.6308
64.88,65.09,87.4,65.565,10.3,0,3,0.5846
73.44,51.28,68.35,57.5125,8.1,1,1,0.6231
51.09,89.12,80.21,69.2175,20.4,0,1,0.5991
89.47,52.64,86.49,61.375,21.3,0,9,0.5599
65.85,87.45,62.27,80.339,6.5,0,2,0.5335
92.69,52.63,68.31,68.786,24.3,0,1,0.5048
90.13,62.64,55.29,63.9315,20.2,0,6,0.5233
83.07,92.06,99.38,89.759,14.9,0,2,0.3374
66.24,97.55,54.29,84.5695,29.6,0,5,0.4789
75.82,70.73,58.43,67.6165,5.3,1,3,0.6412
72.24,98.5,73.99,62.548,18.6,0,10,0.519
66.94,81.34,93.26,68.3965,9,0,5,0.6364
92.41,70.79,67.79,76.366,13.2,0,8,0.5042
74.18,90.14,88.43,74.3115,8.3,0,6,0.4222
91.64,64.77,83.8,74.5945,21.7,0,8,0.4616
55.26,63.29,81.93,64.833,15,1,6,0.7489
57.05,82.83,92.25,66.758,29.7,1,4,0.3699
98.87,69.52,50.71,61.1445,21.3,0,4,0.4907
79.39,56.8,96.46,75.18,27.9,1,10,0.437
75.49,53.35,91.46,63.329,11,0,10,0.6532
76.16,89.39,96.89,76.396,13,1,3,0.298
60.76,83.8,89.68,80.276,14.1,0,8,0.5823
85.94,70.59,93.93,76.959,26,0,10,0.5073
54.24,94.81,60.15,82.803,10.3,1,9,0.583
78.67,70.54,65.96,76.8275,28.7,0,8,0.4397
78.54,85.51,65.76,58.396,6.1,1,9,0.5021
95.71,95.46,55.46,66.392,27.2,1,10,0.3497
76.31,92.04,86.48,90.4865,16.3,1,9,0.3882
56.85,75.56,56.81,79.0895,18.1,0,3,0.6533
78.64,84.03,52.63,81.2015,29.9,0,4,0.4268
54.57,70.68,88.77,66.2325,26.8,0,3,0.5263
60.19,82.36,95.23,70.8415,27.6,0,5,0.3977
51.56,62.88,88.21,73.6755,19.6,1,9,0.6469
75.66,71.74,91.27,70.6965,28.9,1,3,0.4066
54.23,60.48,79.78,57.349,22.2,1,6,0.5722
73.47,51.91,94.39,60.749,25.5,1,4,0.5808
96.65,79.43,74.84,73.896,23,1,1,0.3166
85.99,93.22,99.42,73.5505,24.5,1,8,0.3134
53.87,51.28,55.17,64.9915,20.9,0,3,0.7102
61.21,59.8,90.46,73.18,23.2,0,8,0.5187
83.68,73.01,82.07,73.3835,15.9,1,5,0.4159
94.74,83.29,79.03,64.7365,22.7,0,8,0.4162
51.65,58.56,86.29,73.984,11.9,1,1,0.7182
90.62,52.83,92.01,71.978,20.9,1,6,0.4551
78.09,75.95,93.14,69.96,18.1,0,3,0.4314
77.3,90.94,58.77,80.8075,27.5,0,5,0.3575
97.89,51.76,59.85,69.823,21.8,0,4,0.5865
87.38,67.47,50.81,68.9725,19.9,0,9,0.5357
92.51,83.18,56.59,68.874,12.8,0,3,0.5691
67.7,56.54,63.19,61.0255,26.6,0,7,0.6502
77.72,61.8,86.05,74.95,6.4,0,4,0.6617
80.77,76.77,73.79,70.319,27.5,0,3,0.4613
66.08,97.66,87.9,69.8475,21.3,0,10,0.4457
78.51,64.37,74.33,67.6415,9.7,0,3,0.5765
61.83,74.38,77.78,73.3295,27.6,1,4,0.4474
57.17,70,55.55,68.664,13.2,0,7,0.7622
68.7,94.87,88.83,74.654,9.2,0,9,0.5025
86.96,53.59,87.91,80.4805,13,1,6,0.4364
95.81,78.31,65.38,73.2385,29,0,1,0.3329
72.89,92.31,66.43,87.1875,23.8,0,8,0.4237
82.14,99.41,60.98,78.2815,27.9,1,2,0.1771
55.15,84.94,90.69,72.43,12.5,0,9,0.6112
95.22,69,87.35,78.9195,7.1,1,3,0.3399
78.43,70.59,80.46,62.5855,19.1,1,10,0.4514
89.02,67.58,61.94,60.2115,17.1,1,7,0.4427
89.72,80.18,58.59,70.937,23,1,6,0.3164
62.82,86.97,52.51,74.262,18.6,0,9,0.5458
76.46,90.97,52.28,65.9085,14.9,0,3,0.5116
98.02,70.83,59.36,74.288,5.1,0,2,0.6212
54.48,85.84,55.03,81.9485,16.7,0,3,0.5781
84.15,95.81,77.81,84.183,8,1,4,0.3569
98.11,96.04,67.9,81.831,28.1,1,5,0.2199
65.03,85.2,72.25,70.864,28,1,6,0.4453
93.07,81.85,79.7,68.4275,25.1,0,7,0.3669
96.68,76.58,82.96,67.889,8.9,1,10,0.3699
87.35,59.16,82.41,71.735,8.7,1,3,0.5696
61.57,56.18,63.04,68.595,19.1,1,9,0.7679
66.7,74.29,90.48,84.819,23.2,1,3,0.3003
51.79,57.97,95.89,66.907,27.6,0,3,0.5409
91.57,78.85,65.8,66.976,27.4,0,8,0.4146
92.48,82.29,50.85,65.6835,8.9,0,10,0.5334
81.64,76.28,94.96,60.3025,29.9,1,3,0.3561
67.63,51.82,96.18,83.666,8.9,1,7,0.5281
53.84,52.89,52.55,58.363,26,0,1,0.8677
87.65,55.67,50.25,67.5115,19.7,1,1,0.6026
86.33,57.68,90.82,60.256,22,1,5,0.4635
95.63,99.49,65.07,71.0965,20.1,0,9,0.4147
86.53,67.22,95.73,77.98,26.7,0,8,0.4329
91.43,64.6,60.84,60.5835,20.9,0,2,0.5002
87.3,52.61,93.06,67.7605,26.2,0,8,0.4369
81.53,81.77,53.43,82.2175,8.9,0,10,0.5789
71.35,82.61,63.03,76.6145,26.7,1,9,0.4933
95.11,58.77,98.66,79.327,29.8,0,4,0.3213
82.55,95.96,61.56,89.9665,21.5,0,9,0.3026
69.92,90.02,56.65,75.5355,29.4,0,4,0.4164
54.17,61.52,92.85,78.248,10.5,0,8,0.6635
64.54,74.29,55.89,71.765,25.7,1,7,0.5465
77.19,72.92,54.87,85.173,9.2,1,7,0.648
63.78,67.43,66.17,68.946,17.9,0,9,0.5988
61.06,90.88,81.77,75.1395,21.6,1,8,0.4677
76.37,55.46,85.54,65.433,21.5,1,10,0.6151
58.49,70.77,94.06,71.139,21.8,0,10,0.6858
90.02,71.4,77.05,77.4325,13,1,6,0.4022
74.22,73.44,69.67,62.6485,29.3,0,4,0.5309
78.69,93.07,67.94,75.328,5.2,1,5,0.4966
57.37,60.91,92.35,61.655,20.5,0,4,0.6386
66.23,55.15,86.19,82.054,26.7,1,1,0.4485
70.5,80.89,95.27,76.0755,27.3,0,6,0.418
90.41,58.69,98.2,77.8185,23,1,9,0.2366
88.51,53.75,65,70.7595,19.4,1,7,0.5605
61.15,71.33,76.48,72.805,16.4,1,10,0.5925
80.81,60.98,81.59,78.7605,16.2,0,4,0.5007
62.17,68.06,58.19,55.072,15.6,1,1,0.766
99.41,62.99,52.67,59.4055,22.5,1,8,0.4634
97.61,54.63,93.39,79.9085,23.3,0,2,0.34
78.16,78.02,76.78,70.8765,17.9,1,2,0.5261
84.95,51.35,78.54,69.0305,23.5,1,7,0.4528
90.07,98.32,77.75,73.361,18.2,0,8,0.3285
86.05,67.07,87.75,76.1755,7.4,1,2,0.4358
84.99,84.76,57.28,68.4495,26.3,0,2,0.4738
97.93,90.52,80.7,69.8285,26.8,0,4,0.2876
79.82,63.96,73.47,62.7905,11.7,0,9,0.5732
81.82,87.44,94.85,79.4645,24.7,0,9,0.3089
92.46,91.62,75.98,73.2975,17.8,0,8,0.3484
83.49,62.07,97.15,74.265,8.1,0,7,0.5239
86.65,99.62,67.66,75.142,14.9,1,8,0.3833
61.71,51.03,98.34,74.2105,6.9,0,7,0.7056
68.56,60.85,93.76,79.9445,24.7,0,3,0.3877
57.37,89,79.21,71.251,9.9,0,4,0.6404
75.29,59.71,67.69,77.2755,9.1,1,2,0.5853
72.79,84.91,68.8,69.5055,10.2,0,8,0.6532
99.86,92.78,88.64,73.104,10.7,1,8,0.3146
80.56,97.96,79.03,70.383,21.8,0,7,0.4391
89.32,73.71,70.08,77.9935,21,0,9,0.4777
66.7,98.56,81.8,73.176,8.2,0,7,0.5822
91.58,70.58,86.66,79.17,23.1,1,3,0.3321
80.75,60.91,51.15,69.3895,13.7,0,8,0.6676
84.85,75.7,54.49,71.927,16.4,1,3,0.5939
64.72,82.49,54.72,62.8485,8.1,1,1,0.6668
77.43,72.9,61.6,75.658,22.7,1,1,0.4745
81.7,78.35,71.35,74.435,14.4,1,4,0.3801
79.45,70.82,90.18,68.125,20.8,0,2,0.3862
95.76,76.24,67.55,72.6785,15.7,1,10,0.4396
94.91,97.63,50.87,67.256,6.2,0,8,0.5151
98.55,74.99,74.17,88.3805,22.6,0,1,0.2711
83.37,62.66,99.83,77.129,18.8,1,6,0.3956
98.6,87.94,67.45,76.4245,15.9,0,4,0.4465
91.62,66.88,98.06,68.4045,10,0,8,0.5138
63.54,90.81,55.07,71.338,20.6,1,3,0.4444
71.37,52.84,58.65,63.9765,11.9,0,5,0.736
61.92,66.61,86.21,70.787,15.7,0,7,0.5762
50.21,54.72,75.06,53.6245,6.4,1,1,0.7669
59.4,54.27,88.26,73.528,24.4,1,4,0.5234
50.2,82.92,93.18,81.826,7.3,1,2,0.5004
85.99,69.27,62.55,72.368,27.3,0,4,0.402
71.28,93.57,84.14,75.5575,26.7,1,2,0.3017
65.63,75.82,80.38,64.3305,29.3,1,2,0.4129
88.09,64.77,93.08,72.9455,27.7,1,10,0.2132
91.62,86.04,71.51,77.381,29.3,0,7,0.4331
98.76,81.2,52.59,87.5125,27.2,1,8,0.3593
82.1,89.98,78.71,80.8065,7.8,0,7,0.4393
73.08,82.18,97.94,71.5065,15.9,0,9,0.4715
65.26,58.35,50.73,67.9965,6.9,1,8,0.6984
61.12,83.52,62.01,60.7995,18.6,0,8,0.732
60.65,69.58,65.8,75.18,18.2,0,6,0.7316
70.46,73.16,88.29,61.2855,28.1,0,5,0.4956
